virus_tax_id,tax_id,superkingdom,class,order,family,subfamily,genus,species,no rank,,,,
1843737,9031,Eukaryota,Aves,Galliformes,Phasianidae,Phasianinae,Gallus,Gallus gallus,root;Opisthokonta;Dipnotetrapodomorpha;Dinosauria;Archelosauria;Sauropsida;Tetrapoda;Amniota;Theropoda;Archosauria;Sauria;Saurischia;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Coelurosauria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
1843738,1114792,Eukaryota,Mammalia,Perissodactyla,Equidae,NA,Equus,Equus ferus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;cellular organisms;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Boreoeutheria;Gnathostomata;Deuterostomia,,,,
1843739,9823,Eukaryota,Mammalia,NA,Suidae,NA,Sus,Sus scrofa,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Boreoeutheria;Gnathostomata;Deuterostomia;cellular organisms;Cetartiodactyla,,,,
1391031,9823,Eukaryota,Mammalia,NA,Suidae,NA,Sus,Sus scrofa,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Boreoeutheria;Gnathostomata;Deuterostomia;cellular organisms;Cetartiodactyla,,,,
1843740,9031,Eukaryota,Aves,Galliformes,Phasianidae,Phasianinae,Gallus,Gallus gallus,root;Opisthokonta;Dipnotetrapodomorpha;Dinosauria;Archelosauria;Sauropsida;Tetrapoda;Amniota;Theropoda;Archosauria;Sauria;Saurischia;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Coelurosauria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
1843741,9844,Eukaryota,Mammalia,NA,Camelidae,NA,Lama,Lama glama,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;cellular organisms;Cetartiodactyla;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Boreoeutheria;Gnathostomata;Deuterostomia,,,,
1843742,9913,Eukaryota,Mammalia,NA,Bovidae,Bovinae,Bos,Bos taurus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Cetartiodactyla;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Boreoeutheria;Gnathostomata;Deuterostomia;cellular organisms,,,,
1391032,1389957,Eukaryota,Aves,Passeriformes,Acanthizidae,NA,Gerygone,Gerygone albofrontata,root;Opisthokonta;Dipnotetrapodomorpha;Dinosauria;Archelosauria;Sauropsida;Tetrapoda;Amniota;Theropoda;Archosauria;Sauria;Saurischia;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Coelurosauria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
1391033,29084,Eukaryota,Mammalia,Carnivora,Otariidae,NA,Arctocephalus,Arctocephalus forsteri,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Boreoeutheria;Gnathostomata;Deuterostomia;cellular organisms,,,,
1391034,1389957,Eukaryota,Aves,Passeriformes,Acanthizidae,NA,Gerygone,Gerygone albofrontata,root;Opisthokonta;Dipnotetrapodomorpha;Dinosauria;Archelosauria;Sauropsida;Tetrapoda;Amniota;Theropoda;Archosauria;Sauria;Saurischia;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Coelurosauria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
1391035,1389957,Eukaryota,Aves,Passeriformes,Acanthizidae,NA,Gerygone,Gerygone albofrontata,root;Opisthokonta;Dipnotetrapodomorpha;Dinosauria;Archelosauria;Sauropsida;Tetrapoda;Amniota;Theropoda;Archosauria;Sauria;Saurischia;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Coelurosauria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
1391036,8839,Eukaryota,Aves,Anseriformes,Anatidae,Anatinae,Anas,Anas platyrhynchos,root;Opisthokonta;Dipnotetrapodomorpha;Dinosauria;Sauropsida;Tetrapoda;Amniota;Theropoda;Archelosauria;Archosauria;Sauria;Saurischia;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Coelurosauria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
1567404,7157,Eukaryota,Insecta,Diptera,Culicidae,NA,NA,NA,root;Opisthokonta;Dicondylia;Protostomia;Pancrustacea;Mandibulata;Bilateria;Panarthropoda;Eumetazoa;Ecdysozoa;cellular organisms,,,,
1964370,56351,Eukaryota,Aves,Falconiformes,Falconidae,NA,Falco,Falco vespertinus,root;Opisthokonta;Dipnotetrapodomorpha;Dinosauria;Archelosauria;Sauropsida;Tetrapoda;Amniota;Theropoda;Archosauria;Sauria;Saurischia;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Coelurosauria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
380253,380253,Viruses,NA,NA,Adenoviridae,NA,Aviadenovirus,Falcon aviadenovirus A,root;Falconid adenovirus 1,,,,
1510155,279964,Eukaryota,Aves,Falconiformes,Falconidae,NA,Falco,Falco mexicanus,root;Opisthokonta;Dipnotetrapodomorpha;Dinosauria;Archelosauria;Sauropsida;Tetrapoda;Amniota;Theropoda;Archosauria;Sauria;Saurischia;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Coelurosauria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
1641896,100819,Eukaryota,Aves,Falconiformes,Falconidae,NA,Falco,Falco tinnunculus,root;Opisthokonta;Dipnotetrapodomorpha;Dinosauria;Archelosauria;Sauropsida;Tetrapoda;Amniota;Theropoda;Archosauria;Sauria;Saurischia;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Coelurosauria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
1963254,74940,Eukaryota,Actinopteri,Salmoniformes,Salmonidae,Salmoninae,Oncorhynchus,Oncorhynchus tshawytscha,root;Opisthokonta;Clupeocephala;Osteoglossocephalai;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Protacanthopterygii;cellular organisms,,,,
2293279,2293279,Viruses,NA,NA,NA,NA,NA,False black widow spider associated circular virus 1,root;unclassified viruses;unclassified ssDNA viruses;unclassified DNA viruses,,,,
248053,6937,Eukaryota,Arachnida,Ixodida,Argasidae,NA,Ornithodoros,NA,root;Opisthokonta;Protostomia;Ecdysozoa;Panarthropoda;cellular organisms;Eumetazoa;Bilateria,,,,
1380894,64466,Eukaryota,Malacostraca,Decapoda,Penaeidae,NA,Penaeus,Penaeus duorarum,root;Opisthokonta;Ecdysozoa;Protostomia;Pancrustacea;Mandibulata;Bilateria;Panarthropoda;Eumetazoa;cellular organisms,,,,
1692248,64466,Eukaryota,Malacostraca,Decapoda,Penaeidae,NA,Penaeus,Penaeus duorarum,root;Opisthokonta;Ecdysozoa;Protostomia;Pancrustacea;Mandibulata;Bilateria;Panarthropoda;Eumetazoa;cellular organisms,,,,
1027468,8782,Eukaryota,Aves,NA,NA,NA,NA,NA,root;Opisthokonta;Dipnotetrapodomorpha;Dinosauria;Archelosauria;Sauropsida;Tetrapoda;Amniota;Theropoda;Archosauria;Sauria;Saurischia;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Coelurosauria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
1027468,9534,Eukaryota,Mammalia,Primates,Cercopithecidae,Cercopithecinae,Chlorocebus,Chlorocebus aethiops,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Teleostomi;Euteleostomi;Boreoeutheria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms;Vertebrata,,,,
1027468,10090,Eukaryota,Mammalia,Rodentia,Muridae,Murinae,Mus,Mus musculus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Euteleostomi;Muroidea;Glires;Bilateria;Vertebrata;Teleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1949201,90988,Eukaryota,Actinopteri,Cypriniformes,Cyprinidae,NA,Pimephales,Pimephales promelas,root;Opisthokonta;Osteoglossocephalai;Otophysi;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Clupeocephala;Gnathostomata;Deuterostomia;cellular organisms,,,,
889873,90988,Eukaryota,Actinopteri,Cypriniformes,Cyprinidae,NA,Pimephales,Pimephales promelas,root;Opisthokonta;Osteoglossocephalai;Otophysi;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Clupeocephala;Gnathostomata;Deuterostomia;cellular organisms,,,,
1401263,90988,Eukaryota,Actinopteri,Cypriniformes,Cyprinidae,NA,Pimephales,Pimephales promelas,root;Opisthokonta;Osteoglossocephalai;Otophysi;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Clupeocephala;Gnathostomata;Deuterostomia;cellular organisms,,,,
231992,133509,Eukaryota,Phaeophyceae,Ectocarpales,Acinetosporaceae,NA,Feldmannia,Feldmannia irregularis,root;Stramenopiles;PX clade;cellular organisms,,,,
39420,43931,Eukaryota,Phaeophyceae,Ectocarpales,Acinetosporaceae,NA,Feldmannia,NA,root;Stramenopiles;PX clade;cellular organisms,,,,
10334,9681,Eukaryota,Mammalia,Carnivora,Felidae,NA,NA,NA,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Boreoeutheria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
1389204,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1538452,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1413815,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1417756,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
2259807,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1174530,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
11978,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
12663,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
502100,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
627431,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
627432,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
627433,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
627434,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
906884,9682,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,NA,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
502101,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
906885,9682,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,NA,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
711465,9682,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,NA,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
711466,9682,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,NA,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
454951,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
906886,9682,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,NA,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
454952,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
906887,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1052157,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
454953,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1052158,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
454955,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
627435,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
627436,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1530454,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
53182,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
11673,9681,Eukaryota,Mammalia,Carnivora,Felidae,NA,NA,NA,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Boreoeutheria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
11135,9681,Eukaryota,Mammalia,Carnivora,Felidae,NA,NA,NA,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Boreoeutheria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
1379496,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
11768,9681,Eukaryota,Mammalia,Carnivora,Felidae,NA,NA,NA,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Boreoeutheria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
1170234,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
10786,9651,Eukaryota,Mammalia,Carnivora,Procyonidae,NA,Nasua,Nasua nasua,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Boreoeutheria;Gnathostomata;Deuterostomia;cellular organisms,,,,
10786,9654,Eukaryota,Mammalia,Carnivora,Procyonidae,NA,Procyon,Procyon lotor,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Boreoeutheria;Gnathostomata;Deuterostomia;cellular organisms,,,,
10786,9681,Eukaryota,Mammalia,Carnivora,Felidae,NA,NA,NA,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Boreoeutheria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
10786,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
568209,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1108810,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1416021,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
11772,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
11777,9681,Eukaryota,Mammalia,Carnivora,Felidae,NA,NA,NA,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Boreoeutheria;Eumetazoa;Gnathostomata;Deuterostomia;cellular organisms,,,,
2249941,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1452540,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1336600,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1398507,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
2025339,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
188524,9685,Eukaryota,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Gnathostomata;Deuterostomia;Boreoeutheria;cellular organisms,,,,
1692107,7157,Eukaryota,Insecta,Diptera,Culicidae,NA,NA,NA,root;Opisthokonta;Dicondylia;Protostomia;Pancrustacea;Mandibulata;Bilateria;Panarthropoda;Eumetazoa;Ecdysozoa;cellular organisms,,,,
797418,139456,Eukaryota,Malacostraca,Decapoda,Penaeidae,NA,Penaeus,Penaeus chinensis,root;Opisthokonta;Ecdysozoa;Protostomia;Pancrustacea;Mandibulata;Bilateria;Panarthropoda;Eumetazoa;cellular organisms,,,,
1664810,299630,Eukaryota,Insecta,Diptera,Culicidae,Culicinae,Culex,Culex decens,root;Opisthokonta;Dicondylia;Protostomia;Pancrustacea;Mandibulata;Bilateria;Panarthropoda;Eumetazoa;Ecdysozoa;cellular organisms,,,,
1264898,9668,Eukaryota,Mammalia,Carnivora,Mustelidae,Mustelinae,Mustela,Mustela putorius,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Boreoeutheria;Gnathostomata;Deuterostomia;cellular organisms,,,,
1264898,9669,Eukaryota,Mammalia,Carnivora,Mustelidae,Mustelinae,Mustela,Mustela putorius,root;Opisthokonta;Eutheria;Dipnotetrapodomorpha;Tetrapoda;Amniota;Theria;Bilateria;Vertebrata;Teleostomi;Euteleostomi;Eumetazoa;Boreoeutheria;Gnathostomata;Deuterostomia;cellular organisms,,,,
